[1763, 1275]
[paragraph, [624.0, 0.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [620.0, 723.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 759.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 795.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [20.0, 742.0, 600.0, 36.0], shoonya_1sO82EPNDK5K9K, 5712306]
[paragraph, [20.0, 778.0, 600.0, 36.0], shoonya_1sO82EPNDK5K9K, 5712306]
[paragraph, [20.0, 814.0, 600.0, 36.0], shoonya_1sO82EPNDK5K9K, 5712306]
[paragraph, [20.0, 850.0, 600.0, 36.0], shoonya_1sO82EPNDK5K9K, 5712306]
[paragraph, [621.0, 841.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 877.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 913.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 949.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 985.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 1021.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 1057.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 1093.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 1129.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [621.0, 1165.0, 589.0, 36.0], shoonya_5sO0DF8GA1EX2K, 5712306]
[paragraph, [21.0, 915.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 951.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 987.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1023.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1059.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1095.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1131.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1167.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1203.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1239.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1275.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1311.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [21.0, 1347.0, 599.0, 36.0], shoonya_0sD2KG270COMZT, 5712306]
[paragraph, [631.0, 1204.0, 581.0, 36.0], shoonya_10s9U30VXYNO6R, 5712306]
[paragraph, [631.0, 1240.0, 581.0, 36.0], shoonya_10s9U30VXYNO6R, 5712306]
[paragraph, [631.0, 1276.0, 581.0, 36.0], shoonya_10s9U30VXYNO6R, 5712306]
[paragraph, [631.0, 1312.0, 581.0, 36.0], shoonya_10s9U30VXYNO6R, 5712306]
[paragraph, [631.0, 1397.0, 595.0, 36.0], shoonya_11s9KELY8C6YWT, 5712306]
[paragraph, [631.0, 1433.0, 595.0, 36.0], shoonya_11s9KELY8C6YWT, 5712306]
[paragraph, [631.0, 1469.0, 595.0, 36.0], shoonya_11s9KELY8C6YWT, 5712306]
[paragraph, [631.0, 1505.0, 595.0, 36.0], shoonya_11s9KELY8C6YWT, 5712306]
[paragraph, [631.0, 1541.0, 595.0, 36.0], shoonya_11s9KELY8C6YWT, 5712306]
[paragraph, [631.0, 1577.0, 595.0, 36.0], shoonya_11s9KELY8C6YWT, 5712306]
[paragraph, [23.0, 1465.0, 592.0, 36.0], shoonya_7sWIQDORC8VU3D, 5712306]
[paragraph, [23.0, 1501.0, 592.0, 36.0], shoonya_7sWIQDORC8VU3D, 5712306]
[paragraph, [23.0, 1537.0, 592.0, 36.0], shoonya_7sWIQDORC8VU3D, 5712306]
[paragraph, [23.0, 1573.0, 592.0, 36.0], shoonya_7sWIQDORC8VU3D, 5712306]
[paragraph, [23.0, 1609.0, 592.0, 36.0], shoonya_7sWIQDORC8VU3D, 5712306]
[folio, [839.0, 1661.0, 307.0, 36.0], xsMbCLx36w, 5712306]
