[1625, 1211]
[headline, [173.0, 118.0, 888.0, 37.5], shoonya_1sB4TWFGUUWBWR, 5742856]
[paragraph, [796.0, 829.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 865.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 901.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 937.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 973.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 1009.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 1045.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 1081.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [68.0, 932.0, 341.0, 36.0], _4RNDTC9jZ, 5742856]
[paragraph, [68.0, 968.0, 341.0, 36.0], _4RNDTC9jZ, 5742856]
[paragraph, [68.0, 1004.0, 341.0, 36.0], _4RNDTC9jZ, 5742856]
[paragraph, [68.0, 1040.0, 341.0, 36.0], _4RNDTC9jZ, 5742856]
[paragraph, [68.0, 1076.0, 341.0, 36.0], _4RNDTC9jZ, 5742856]
[paragraph, [613.0, 994.0, 155.0, 36.0], 5fQdhEOn8y, 5742856]
[paragraph, [424.0, 1035.0, 349.0, 36.0], DPNABrBWyZ, 5742856]
[paragraph, [424.0, 1071.0, 349.0, 36.0], DPNABrBWyZ, 5742856]
[headline, [146.0, 1154.0, 592.0, 37.5], ZwRAk1FuXw, 5742856]
[paragraph, [786.0, 1162.0, 343.0, 36.0], pURAy2QDH5, 5742856]
[paragraph, [786.0, 1198.0, 343.0, 36.0], pURAy2QDH5, 5742856]
[paragraph, [786.0, 1234.0, 343.0, 36.0], pURAy2QDH5, 5742856]
[sub-headline, [89.0, 1218.0, 672.0, 36.0], eh3ug59-M_, 5742856]
[paragraph, [427.0, 1280.0, 344.0, 36.0], -1iLD7LBzw, 5742856]
[paragraph, [427.0, 1316.0, 344.0, 36.0], -1iLD7LBzw, 5742856]
[paragraph, [76.0, 1284.0, 342.0, 36.0], shoonya_9s2B57PD5DD03M, 5742856]
[paragraph, [76.0, 1320.0, 342.0, 36.0], shoonya_9s2B57PD5DD03M, 5742856]
[paragraph, [76.0, 1356.0, 342.0, 36.0], shoonya_9s2B57PD5DD03M, 5742856]
[paragraph, [76.0, 1392.0, 342.0, 36.0], shoonya_9s2B57PD5DD03M, 5742856]
[paragraph, [76.0, 1428.0, 342.0, 36.0], shoonya_9s2B57PD5DD03M, 5742856]
[paragraph, [795.0, 1290.0, 352.0, 36.0], cTFQG60kLF, 5742856]
[paragraph, [795.0, 1326.0, 352.0, 36.0], cTFQG60kLF, 5742856]
[paragraph, [795.0, 1362.0, 352.0, 36.0], cTFQG60kLF, 5742856]
[paragraph, [429.0, 1393.0, 349.0, 36.0], KLyRlOy_qd, 5742856]
