[1763, 1275]
[paragraph, [44.0, 21.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [46.0, 828.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 864.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 900.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 936.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 972.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 1008.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 1044.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 1080.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 1116.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 1152.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 1188.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [661.0, 928.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 964.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1000.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1036.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1072.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1108.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1144.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1180.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1216.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1252.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1288.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1324.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1360.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1396.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1432.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1468.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [661.0, 1504.0, 613.0, 36.0], shoonya_1sTMFKKAVPEIZW, 5712871]
[paragraph, [42.0, 1227.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1263.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1299.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1335.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1371.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1407.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1443.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1479.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1515.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1551.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1587.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [42.0, 1623.0, 614.0, 36.0], shoonya_2sVNX1DZBX9PLA, 5712871]
[paragraph, [657.0, 1559.0, 616.0, 36.0], shoonya_6sDHNS30885BIM, 5712871]
[paragraph, [657.0, 1595.0, 616.0, 36.0], shoonya_6sDHNS30885BIM, 5712871]
[paragraph, [657.0, 1631.0, 616.0, 36.0], shoonya_6sDHNS30885BIM, 5712871]
[folio, [42.0, 1683.0, 136.0, 36.0], YPrHT1q_w6, 5712871]
