[1267, 753]
[folio, [317.0, 75.0, 109.0, 18.0], shoonya_1s0G2JN8KVN3ZY, 5700208]
[paragraph, [72.0, 964.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 982.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1000.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1018.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1036.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1054.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1072.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1090.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1108.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1126.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1144.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
[paragraph, [72.0, 1162.0, 601.0, 18.0], shoonya_0s01V578YUAW1T, 5700208]
