[1387, 987]
[paragraph, [85.0, 98.0, 778.0, 18.0], shoonya_2sPC5C4BXUY6ZB, 5652152]
[paragraph, [89.0, 1066.0, 799.0, 18.0], shoonya_3s73BEYJGKE5DX, 5652152]
[paragraph, [90.0, 1099.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1117.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1135.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1153.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1171.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1189.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1207.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1225.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
[paragraph, [90.0, 1243.0, 764.0, 18.0], shoonya_1s3ZO6ME1QZI74, 5652152]
