[1388, 886]
[folio, [654.0, 63.0, 193.0, 18.0], _VdvY7Djnq, 5742838]
[paragraph, [449.0, 873.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 891.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 909.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 927.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 945.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 963.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 981.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 999.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1017.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1035.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1053.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1071.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1089.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1107.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1125.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1143.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1161.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1179.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1197.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1215.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1233.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1251.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1269.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 1287.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[footnote, [572.0, 1351.0, 262.0, 18.0], 6Qvd6V5MIP, 5742838]
