[2250, 1750]
[paragraph, [94.0, 97.0, 709.0, 36.0], shoonya_3s7290MKWJJV4F, 5752516]
[paragraph, [887.0, 571.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 607.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 643.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 679.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 715.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 751.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 787.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 823.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 859.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 895.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 931.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [887.0, 967.0, 709.0, 36.0], shoonya_0sMTXW5DEYOQZC, 5752516]
[paragraph, [94.0, 458.0, 709.0, 36.0], shoonya_5sPPF978JA6VDH, 5752516]
[paragraph, [94.0, 494.0, 709.0, 36.0], shoonya_5sPPF978JA6VDH, 5752516]
[paragraph, [94.0, 530.0, 709.0, 36.0], shoonya_5sPPF978JA6VDH, 5752516]
[paragraph, [93.0, 591.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 627.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 663.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 699.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 735.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 771.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 807.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 843.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [93.0, 879.0, 708.0, 36.0], shoonya_4sH71N4PG4IS2V, 5752516]
[paragraph, [94.0, 947.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 983.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1019.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1055.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1091.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1127.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1163.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1199.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1235.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1271.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [94.0, 1307.0, 707.0, 36.0], shoonya_2sBEBZYDSIZ7XN, 5752516]
[paragraph, [886.0, 1039.0, 714.0, 36.0], shoonya_8sZVVF9R449TRE, 5752516]
[paragraph, [886.0, 1075.0, 714.0, 36.0], shoonya_8sZVVF9R449TRE, 5752516]
[paragraph, [886.0, 1111.0, 714.0, 36.0], shoonya_8sZVVF9R449TRE, 5752516]
[paragraph, [886.0, 1147.0, 714.0, 36.0], shoonya_8sZVVF9R449TRE, 5752516]
[paragraph, [886.0, 1183.0, 714.0, 36.0], shoonya_8sZVVF9R449TRE, 5752516]
[paragraph, [886.0, 1219.0, 714.0, 36.0], shoonya_8sZVVF9R449TRE, 5752516]
[paragraph, [882.0, 1296.0, 715.0, 36.0], shoonya_15sLW7S6EHJDLT, 5752516]
[paragraph, [882.0, 1332.0, 715.0, 36.0], shoonya_15sLW7S6EHJDLT, 5752516]
[paragraph, [882.0, 1368.0, 715.0, 36.0], shoonya_15sLW7S6EHJDLT, 5752516]
[paragraph, [882.0, 1404.0, 715.0, 36.0], shoonya_15sLW7S6EHJDLT, 5752516]
[paragraph, [882.0, 1440.0, 715.0, 36.0], shoonya_15sLW7S6EHJDLT, 5752516]
[paragraph, [882.0, 1476.0, 715.0, 36.0], shoonya_15sLW7S6EHJDLT, 5752516]
[paragraph, [94.0, 1349.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1385.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1421.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1457.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1493.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1529.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1565.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1601.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1637.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1673.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1709.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1745.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [94.0, 1781.0, 707.0, 36.0], shoonya_1s0DZW75H7PZ6G, 5752516]
[paragraph, [988.0, 1526.0, 560.0, 36.0], shoonya_7sS8FV1ITA0ZKL, 5752516]
[paragraph, [885.0, 1613.0, 708.0, 36.0], Cy_-JRl9ut, 5752516]
[paragraph, [885.0, 1649.0, 708.0, 36.0], Cy_-JRl9ut, 5752516]
[paragraph, [890.0, 1705.0, 704.0, 36.0], hX5__6SVyc, 5752516]
[paragraph, [890.0, 1741.0, 704.0, 36.0], hX5__6SVyc, 5752516]
[paragraph, [888.0, 1790.0, 717.0, 36.0], pYmATSDpKT, 5752516]
[paragraph, [888.0, 1826.0, 717.0, 36.0], pYmATSDpKT, 5752516]
[paragraph, [93.0, 1844.0, 707.0, 36.0], shoonya_6sL0WKUSQNNELP, 5752516]
[paragraph, [93.0, 1880.0, 707.0, 36.0], shoonya_6sL0WKUSQNNELP, 5752516]
[paragraph, [93.0, 1916.0, 707.0, 36.0], shoonya_6sL0WKUSQNNELP, 5752516]
[paragraph, [93.0, 1952.0, 707.0, 36.0], shoonya_6sL0WKUSQNNELP, 5752516]
[paragraph, [93.0, 1988.0, 707.0, 36.0], shoonya_6sL0WKUSQNNELP, 5752516]
[paragraph, [93.0, 2024.0, 707.0, 36.0], shoonya_6sL0WKUSQNNELP, 5752516]
[paragraph, [986.0, 1882.0, 295.0, 36.0], Pepmg2CsyL, 5752516]
[paragraph, [883.0, 1925.0, 710.0, 36.0], UOATzpS4AF, 5752516]
[paragraph, [883.0, 1961.0, 710.0, 36.0], UOATzpS4AF, 5752516]
[paragraph, [883.0, 1997.0, 710.0, 36.0], UOATzpS4AF, 5752516]
