[1806, 1262]
[folio, [168.0, 102.0, 510.0, 36.0], ao3t4gF-YC, 5680549]
[paragraph, [645.0, 1622.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1658.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [92.0, 1351.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1387.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1423.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1459.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1495.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1531.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1567.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1603.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1639.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
[paragraph, [92.0, 1675.0, 522.0, 36.0], shoonya_3sIDH79J5MPT8C, 5680549]
