[1388, 886]
[folio, [34.0, 64.0, 158.0, 18.0], ugdHxxYLD2, 5742674]
[paragraph, [24.0, 596.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 614.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 632.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 650.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 668.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 686.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 704.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 722.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 740.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 758.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 776.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 794.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 812.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 830.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 848.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 866.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 884.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 902.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 920.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 938.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 956.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 974.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 992.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1010.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1028.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1046.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1064.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1082.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1100.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1118.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1136.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1154.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1172.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1190.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1208.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1226.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1244.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1262.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [24.0, 1280.0, 407.0, 18.0], rJM7iNmjZm, 5742674]
[paragraph, [447.0, 112.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 130.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 148.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 166.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 184.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 202.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 220.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 238.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 256.0, 402.0, 18.0], oy2YBNcwWG, 5742674]
[paragraph, [447.0, 293.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 311.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 329.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 347.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 365.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 383.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 401.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 419.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 437.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 455.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 473.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 491.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 509.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 527.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 545.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 563.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 581.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 599.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 617.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 635.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 653.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 671.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 689.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 707.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 725.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 743.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 761.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 779.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 797.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 815.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 833.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 851.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 869.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 887.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 905.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 923.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 941.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 959.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 977.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 995.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1013.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1031.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1049.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1067.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1085.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1103.0, 411.0, 18.0], dPNjYWVbkH, 5742674]
[paragraph, [447.0, 1138.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1156.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1174.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1192.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1210.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1228.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1246.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1264.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1282.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[paragraph, [447.0, 1300.0, 404.0, 18.0], z1UWhxxlLg, 5742674]
[footnote, [569.0, 1351.0, 262.0, 18.0], vAowRLuPXY, 5742674]
