[1372, 849]
[section-title, [291.0, 60.0, 271.0, 30.0], shoonya_1sF3D174TG4J50, 5710130]
[paragraph, [35.0, 657.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 675.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 693.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 711.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 729.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 747.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 765.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 783.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [35.0, 801.0, 757.0, 18.0], shoonya_4s5WSKXLKAIUMR, 5710130]
[paragraph, [37.0, 822.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 840.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 858.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 876.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 894.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 912.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 930.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 948.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 966.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 984.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1002.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1020.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1038.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1056.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1074.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1092.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1110.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1128.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1146.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1164.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1182.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1200.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1218.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
[paragraph, [37.0, 1236.0, 759.0, 18.0], shoonya_0sMAEW03NRBZFR, 5710130]
