[1300, 900]
[folio, [317.0, 33.0, 262.0, 18.0], SLZmadjYJf, 5731650]
[paragraph, [79.0, 887.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 905.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 923.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 941.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 959.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 977.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 995.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1013.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1031.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1049.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1067.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1085.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1103.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1121.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[paragraph, [79.0, 1139.0, 719.0, 18.0], shoonya_1s5RDKO2489VW6, 5731650]
[footnote, [111.0, 1205.0, 655.0, 18.0], -YkCL9Ks3t, 5731650]
[footnote, [111.0, 1223.0, 655.0, 18.0], -YkCL9Ks3t, 5731650]
