[1447, 1063]
[folio, [419.0, 54.0, 197.0, 18.0], HRFOg069ht, 5762799]
[paragraph, [534.0, 1181.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1199.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1217.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1235.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1253.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1271.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1289.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1307.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [112.0, 1084.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1102.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1120.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1138.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1156.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1174.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1192.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1210.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1228.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1246.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1264.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1282.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
[paragraph, [112.0, 1300.0, 411.0, 18.0], wjKJuIAA6c, 5762799]
