[1625, 1211]
[section-title, [218.0, 189.0, 387.0, 49.5], shoonya_0sOEYV9XSNMY6Y, 5742757]
[paragraph, [431.0, 856.0, 340.0, 36.0], gIvNqa6tFl, 5742757]
[paragraph, [431.0, 892.0, 340.0, 36.0], gIvNqa6tFl, 5742757]
[paragraph, [796.0, 839.0, 334.0, 36.0], dlVcoTpNwP, 5742757]
[paragraph, [796.0, 875.0, 334.0, 36.0], dlVcoTpNwP, 5742757]
[paragraph, [71.0, 946.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [71.0, 982.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [71.0, 1018.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [71.0, 1054.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [71.0, 1090.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [71.0, 1126.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [71.0, 1162.0, 337.0, 36.0], Qv8fz3XHP6, 5742757]
[paragraph, [794.0, 948.0, 339.0, 36.0], Wlv1RBzAry, 5742757]
[paragraph, [794.0, 984.0, 339.0, 36.0], Wlv1RBzAry, 5742757]
[paragraph, [434.0, 958.0, 334.0, 36.0], inNDS5Fmjw, 5742757]
[paragraph, [432.0, 1034.0, 328.0, 36.0], 09dQBYsokw, 5742757]
[paragraph, [797.0, 1079.0, 337.0, 36.0], fhldB-LcQ9, 5742757]
[paragraph, [797.0, 1115.0, 337.0, 36.0], fhldB-LcQ9, 5742757]
[paragraph, [797.0, 1151.0, 337.0, 36.0], fhldB-LcQ9, 5742757]
[paragraph, [432.0, 1131.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [432.0, 1167.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [432.0, 1203.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [432.0, 1239.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [432.0, 1275.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [432.0, 1311.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [432.0, 1347.0, 340.0, 36.0], 57HbEy4UvC, 5742757]
[paragraph, [797.0, 1243.0, 333.0, 36.0], es4bTEmwXA, 5742757]
[paragraph, [797.0, 1279.0, 333.0, 36.0], es4bTEmwXA, 5742757]
[paragraph, [74.0, 1261.0, 333.0, 36.0], cIYgZctfGz, 5742757]
[paragraph, [74.0, 1297.0, 333.0, 36.0], cIYgZctfGz, 5742757]
[paragraph, [74.0, 1372.0, 333.0, 36.0], nuHuNxetYS, 5742757]
[paragraph, [802.0, 1375.0, 336.0, 36.0], xXrhLPyTB8, 5742757]
[paragraph, [438.0, 1411.0, 331.0, 36.0], w2V7JXhjXy, 5742757]
