[2097, 1516]
[dateline, [227.0, 39.0, 232.0, 64.5], 95TwkgOITi, 5712505]
[paragraph, [6.0, 1291.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [737.0, 1025.0, 733.0, 36.0], shoonya_9sUER8BBRQD4XH, 5712505]
[paragraph, [737.0, 1061.0, 733.0, 36.0], shoonya_9sUER8BBRQD4XH, 5712505]
[paragraph, [737.0, 1097.0, 733.0, 36.0], shoonya_9sUER8BBRQD4XH, 5712505]
[paragraph, [737.0, 1133.0, 733.0, 36.0], shoonya_9sUER8BBRQD4XH, 5712505]
[paragraph, [737.0, 1169.0, 733.0, 36.0], shoonya_9sUER8BBRQD4XH, 5712505]
[paragraph, [741.0, 1222.0, 723.0, 36.0], shoonya_11sFQ74U0YY27M, 5712505]
[paragraph, [741.0, 1258.0, 723.0, 36.0], shoonya_11sFQ74U0YY27M, 5712505]
[paragraph, [741.0, 1294.0, 723.0, 36.0], shoonya_11sFQ74U0YY27M, 5712505]
[paragraph, [741.0, 1330.0, 723.0, 36.0], shoonya_11sFQ74U0YY27M, 5712505]
[paragraph, [741.0, 1366.0, 723.0, 36.0], shoonya_11sFQ74U0YY27M, 5712505]
[paragraph, [741.0, 1402.0, 723.0, 36.0], shoonya_11sFQ74U0YY27M, 5712505]
[paragraph, [1.0, 1349.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1385.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1421.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1457.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1493.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1529.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1565.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1601.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1637.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [1.0, 1673.0, 737.0, 36.0], shoonya_1sC4MXOMELU9EH, 5712505]
[paragraph, [736.0, 1464.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [736.0, 1500.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [736.0, 1536.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [736.0, 1572.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [736.0, 1608.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [736.0, 1644.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [736.0, 1680.0, 735.0, 36.0], shoonya_7sMXEPOYSEIJ5R, 5712505]
[paragraph, [2.0, 1714.0, 740.0, 36.0], shoonya_2sOS1YCWEMI6CF, 5712505]
[paragraph, [2.0, 1750.0, 740.0, 36.0], shoonya_2sOS1YCWEMI6CF, 5712505]
[paragraph, [2.0, 1786.0, 740.0, 36.0], shoonya_2sOS1YCWEMI6CF, 5712505]
[paragraph, [2.0, 1822.0, 740.0, 36.0], shoonya_2sOS1YCWEMI6CF, 5712505]
[paragraph, [739.0, 1739.0, 731.0, 36.0], shoonya_8sUKFHCPBH6V2T, 5712505]
[paragraph, [739.0, 1775.0, 731.0, 36.0], shoonya_8sUKFHCPBH6V2T, 5712505]
[paragraph, [739.0, 1811.0, 731.0, 36.0], shoonya_8sUKFHCPBH6V2T, 5712505]
[paragraph, [739.0, 1847.0, 731.0, 36.0], shoonya_8sUKFHCPBH6V2T, 5712505]
[paragraph, [739.0, 1883.0, 731.0, 36.0], shoonya_8sUKFHCPBH6V2T, 5712505]
[paragraph, [739.0, 1919.0, 731.0, 36.0], shoonya_8sUKFHCPBH6V2T, 5712505]
[paragraph, [0.0, 1860.0, 745.0, 36.0], shoonya_4sEH8ACFGDLBAG, 5712505]
[paragraph, [0.0, 1896.0, 745.0, 36.0], shoonya_4sEH8ACFGDLBAG, 5712505]
[paragraph, [0.0, 1932.0, 745.0, 36.0], shoonya_4sEH8ACFGDLBAG, 5712505]
[paragraph, [0.0, 1968.0, 745.0, 36.0], shoonya_4sEH8ACFGDLBAG, 5712505]
[paragraph, [0.0, 2004.0, 745.0, 36.0], shoonya_4sEH8ACFGDLBAG, 5712505]
