[1268, 833]
[paragraph, [42.0, 32.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 698.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 716.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 734.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 752.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 770.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 788.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 806.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 824.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 842.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 860.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 878.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 896.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 914.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 932.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 950.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 968.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 986.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1004.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1022.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1040.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1058.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1076.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1094.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1112.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1130.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1148.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1166.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
[paragraph, [42.0, 1184.0, 779.0, 18.0], shoonya_0sB1SRBLHK4W2H, 5751290]
