[884, 1828]
[section-title, [692.0, 61.0, 331.0, 30.0], AHB-wcc3vZ, 5763097]
[unordered-list, [1242.0, 612.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 630.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 648.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 666.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 684.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 702.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 720.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 738.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 756.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 774.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 792.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[figure-caption, [445.0, 710.0, 148.0, 18.0], itl3X-7vpi, 5763097]
[figure-caption, [445.0, 728.0, 148.0, 18.0], itl3X-7vpi, 5763097]
[figure-caption, [445.0, 746.0, 148.0, 18.0], itl3X-7vpi, 5763097]
[figure-caption, [445.0, 764.0, 148.0, 18.0], itl3X-7vpi, 5763097]
[figure-caption, [54.0, 728.0, 166.0, 18.0], z3X_99D2E-, 5763097]
[figure-caption, [356.0, 790.0, 89.0, 18.0], QEq5yx4Pse, 5763097]
