[1468, 909]
[headline, [396.0, 74.0, 218.0, 25.5], aQxWGx5hh9, 5770397]
[paragraph, [456.0, 978.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 996.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1014.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1032.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1050.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1068.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1086.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1104.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1122.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1140.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1158.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1176.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1194.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1212.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1230.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1248.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1266.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1284.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1302.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1320.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1338.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1356.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 1374.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [77.0, 1127.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1145.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1163.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1181.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1199.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1217.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1235.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1253.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1271.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1289.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1307.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1325.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1343.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1361.0, 372.0, 18.0], em2UB_xkIy, 5770397]
[paragraph, [77.0, 1379.0, 372.0, 18.0], em2UB_xkIy, 5770397]
