[1418, 1064]
[ordered-list, [73.0, 97.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 619.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 637.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 655.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 673.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 691.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 709.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 727.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 745.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 763.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 781.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 799.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 817.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 835.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 853.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 871.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 889.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 907.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 925.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 943.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 961.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 979.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 997.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1015.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1033.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1051.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1069.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1087.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1105.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1123.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1141.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1159.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[ordered-list, [73.0, 1177.0, 920.0, 18.0], Sd18yj4yTX, 6477332]
[placeholder-text, [131.0, 706.0, 432.0, 18.0], K5EeLRcGvW, 6477332]
[placeholder-text, [119.0, 752.0, 455.0, 18.0], vWbGDEbdJn, 6477332]
[placeholder-text, [121.0, 792.0, 517.0, 18.0], JbOqtgGIVV, 6477332]
[placeholder-text, [116.0, 878.0, 377.0, 18.0], jqIM4sPJgo, 6477332]
[placeholder-text, [122.0, 921.0, 370.0, 18.0], MSS6gFbVrL, 6477332]
[placeholder-text, [119.0, 962.0, 374.0, 18.0], zcNeETZvj8, 6477332]
[placeholder-text, [125.0, 1007.0, 453.0, 18.0], qx4xztg1ef, 6477332]
[section-title, [124.0, 1044.0, 277.0, 30.0], unGpt0H-7d, 6477332]
[sub-section-title, [119.0, 1083.0, 116.0, 25.5], v2oQLgkIfL, 6477332]
[folio, [628.0, 1340.0, 355.0, 18.0], eIoK8z3RkU, 6477332]
[folio, [628.0, 1358.0, 355.0, 18.0], eIoK8z3RkU, 6477332]
