[792, 612]
[paragraph, [50.0, 88.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [410.0, 610.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 628.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 646.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 664.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [228.0, 197.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 215.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 233.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 251.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 269.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 287.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 305.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 323.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 341.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 359.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 377.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 395.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 413.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 431.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 449.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 467.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 485.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 503.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 521.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 539.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 557.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 575.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 593.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 611.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 629.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 647.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
[paragraph, [228.0, 665.0, 154.0, 18.0], shoonya_0sJC2Y905V56HM, 6516413]
