[872, 605]
[section-title, [263.0, 27.0, 74.0, 30.0], 7uDxkGmYY_, 6457437]
[paragraph, [315.0, 469.0, 100.0, 18.0], V_a3mo9n5G, 6457437]
[paragraph, [35.0, 484.0, 266.0, 18.0], AgACo-X3dl, 6457437]
[paragraph, [35.0, 502.0, 266.0, 18.0], AgACo-X3dl, 6457437]
[paragraph, [35.0, 520.0, 266.0, 18.0], AgACo-X3dl, 6457437]
[paragraph, [35.0, 538.0, 266.0, 18.0], AgACo-X3dl, 6457437]
[paragraph, [302.0, 488.0, 101.0, 18.0], mVh42_8A0S, 6457437]
[paragraph, [317.0, 504.0, 251.0, 18.0], jKywEi7-J4, 6457437]
[paragraph, [304.0, 525.0, 262.0, 18.0], o4vmdoWwtS, 6457437]
[paragraph, [304.0, 543.0, 262.0, 18.0], o4vmdoWwtS, 6457437]
[paragraph, [32.0, 552.0, 269.0, 18.0], hiu_Qq0oMw, 6457437]
[paragraph, [32.0, 570.0, 269.0, 18.0], hiu_Qq0oMw, 6457437]
[paragraph, [303.0, 561.0, 253.0, 18.0], BASDeoP6WZ, 6457437]
[paragraph, [303.0, 579.0, 253.0, 18.0], BASDeoP6WZ, 6457437]
[paragraph, [34.0, 590.0, 268.0, 18.0], P4vJjp6zhd, 6457437]
[paragraph, [34.0, 608.0, 268.0, 18.0], P4vJjp6zhd, 6457437]
[paragraph, [34.0, 626.0, 268.0, 18.0], P4vJjp6zhd, 6457437]
[paragraph, [34.0, 644.0, 268.0, 18.0], P4vJjp6zhd, 6457437]
[paragraph, [34.0, 662.0, 268.0, 18.0], P4vJjp6zhd, 6457437]
[paragraph, [34.0, 680.0, 268.0, 18.0], P4vJjp6zhd, 6457437]
[paragraph, [304.0, 596.0, 256.0, 18.0], -AcqLdBDSo, 6457437]
[paragraph, [304.0, 614.0, 256.0, 18.0], -AcqLdBDSo, 6457437]
[paragraph, [303.0, 631.0, 262.0, 18.0], hbAh3D0q1o, 6457437]
[paragraph, [303.0, 649.0, 262.0, 18.0], hbAh3D0q1o, 6457437]
[paragraph, [302.0, 670.0, 268.0, 18.0], i2knCGxWoK, 6457437]
[paragraph, [302.0, 688.0, 268.0, 18.0], i2knCGxWoK, 6457437]
[paragraph, [302.0, 706.0, 268.0, 18.0], i2knCGxWoK, 6457437]
[paragraph, [302.0, 724.0, 268.0, 18.0], i2knCGxWoK, 6457437]
[paragraph, [302.0, 742.0, 268.0, 18.0], i2knCGxWoK, 6457437]
[paragraph, [34.0, 712.0, 268.0, 18.0], e7j5JTH_wx, 6457437]
[paragraph, [34.0, 730.0, 268.0, 18.0], e7j5JTH_wx, 6457437]
[paragraph, [34.0, 748.0, 268.0, 18.0], e7j5JTH_wx, 6457437]
[reference, [304.0, 765.0, 263.0, 18.0], 0X6BYyP_rq, 6457437]
[reference, [304.0, 783.0, 263.0, 18.0], 0X6BYyP_rq, 6457437]
[reference, [304.0, 801.0, 263.0, 18.0], 0X6BYyP_rq, 6457437]
[reference, [33.0, 768.0, 268.0, 18.0], go6MDFeIwO, 6457437]
[reference, [33.0, 786.0, 268.0, 18.0], go6MDFeIwO, 6457437]
[folio, [74.0, 822.0, 76.0, 18.0], 1-k37YdpT8, 6457437]
