[1642, 1012]
[paragraph, [62.0, 120.0, 466.0, 36.0], shoonya_3sUNPNK5D4JAPI, 5654644]
[paragraph, [539.0, 905.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 941.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 977.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1013.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1049.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1085.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1121.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1157.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1193.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1229.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1265.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1301.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [539.0, 1337.0, 433.0, 36.0], SS9gitpDyx, 5654644]
[paragraph, [102.0, 942.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 978.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1014.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1050.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1086.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1122.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1158.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1194.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1230.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1266.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1302.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1338.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1374.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1410.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [102.0, 1446.0, 432.0, 36.0], shoonya_0sVJ8JR4DACUH1, 5654644]
[paragraph, [548.0, 1395.0, 445.0, 36.0], P2VMXmEWx2, 5654644]
[paragraph, [548.0, 1431.0, 445.0, 36.0], P2VMXmEWx2, 5654644]
[paragraph, [548.0, 1467.0, 445.0, 36.0], P2VMXmEWx2, 5654644]
[folio, [803.0, 1518.0, 162.0, 36.0], L2ScaIABvK, 5654644]
