[1437, 878]
[folio, [375.0, 64.0, 173.0, 18.0], tGANpju00W, 5770012]
[paragraph, [76.0, 583.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 601.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 619.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 637.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 655.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 673.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 691.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 709.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 727.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 745.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 763.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 781.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 799.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 817.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 835.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 853.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 871.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 889.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 907.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 925.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 943.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 961.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 979.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 997.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1015.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1033.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1051.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1069.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1087.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1105.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1123.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1141.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1159.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1177.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1195.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1213.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1231.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1249.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1267.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1285.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1303.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1321.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[paragraph, [76.0, 1339.0, 358.0, 18.0], shoonya_0sT923ZFRGAOI2, 5770012]
[section-title, [444.0, 611.0, 151.0, 30.0], bBOrfO2rc8, 5770012]
[paragraph, [441.0, 662.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 680.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 698.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 716.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 734.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 752.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 770.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 788.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 806.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 824.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 842.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 860.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 878.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 896.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 914.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 932.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 950.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 968.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 986.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1004.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1022.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1040.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1058.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1076.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1094.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1112.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1130.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1148.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1166.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1184.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1202.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1220.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1238.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1256.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1274.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1292.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1310.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
[paragraph, [441.0, 1328.0, 363.0, 18.0], fIby-BqmHJ, 5770012]
