[1241, 1654]
[section-title, [689.0, 49.0, 270.0, 30.0], shoonya_13sBY7VYREX07J, 5726307]
[paragraph, [604.0, 421.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 439.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 457.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 475.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 493.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 511.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 529.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 547.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 565.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 583.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [604.0, 601.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
[paragraph, [1153.0, 425.0, 446.0, 18.0], shoonya_11s6TUQ77EVD6W, 5726307]
[paragraph, [1153.0, 443.0, 446.0, 18.0], shoonya_11s6TUQ77EVD6W, 5726307]
[paragraph, [1153.0, 461.0, 446.0, 18.0], shoonya_11s6TUQ77EVD6W, 5726307]
[paragraph, [1153.0, 479.0, 446.0, 18.0], shoonya_11s6TUQ77EVD6W, 5726307]
[paragraph, [1152.0, 531.0, 447.0, 18.0], shoonya_9sNCZVZK3QVCDB, 5726307]
[paragraph, [1152.0, 549.0, 447.0, 18.0], shoonya_9sNCZVZK3QVCDB, 5726307]
[paragraph, [1152.0, 567.0, 447.0, 18.0], shoonya_9sNCZVZK3QVCDB, 5726307]
[paragraph, [1152.0, 585.0, 447.0, 18.0], shoonya_9sNCZVZK3QVCDB, 5726307]
[paragraph, [1152.0, 603.0, 447.0, 18.0], shoonya_9sNCZVZK3QVCDB, 5726307]
[paragraph, [1152.0, 621.0, 447.0, 18.0], shoonya_9sNCZVZK3QVCDB, 5726307]
[paragraph, [606.0, 649.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 667.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 685.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 703.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 721.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 739.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 757.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 775.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 793.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 811.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 829.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 847.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[paragraph, [606.0, 865.0, 439.0, 18.0], shoonya_2sZ1JP840T1TAE, 5726307]
[section-title, [1192.0, 659.0, 363.0, 30.0], shoonya_16sY2LAVMAUQ5D, 5726307]
[paragraph, [1153.0, 734.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 752.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 770.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 788.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 806.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 824.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 842.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 860.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 878.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 896.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 914.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 932.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 950.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 968.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[paragraph, [1153.0, 986.0, 448.0, 18.0], shoonya_0sG0UE2IMQX37K, 5726307]
[section-title, [201.0, 795.0, 151.0, 30.0], shoonya_18sY4SNCTB3KHD, 5726307]
[paragraph, [55.0, 850.0, 443.0, 18.0], shoonya_8sEI8STYKSG6NQ, 5726307]
[paragraph, [55.0, 868.0, 443.0, 18.0], shoonya_8sEI8STYKSG6NQ, 5726307]
[paragraph, [55.0, 886.0, 443.0, 18.0], shoonya_8sEI8STYKSG6NQ, 5726307]
[paragraph, [55.0, 904.0, 443.0, 18.0], shoonya_8sEI8STYKSG6NQ, 5726307]
[ordered-list, [603.0, 910.0, 442.0, 18.0], shoonya_12s3P0GLXV9BPU, 5726307]
[ordered-list, [603.0, 928.0, 442.0, 18.0], shoonya_12s3P0GLXV9BPU, 5726307]
[ordered-list, [603.0, 946.0, 442.0, 18.0], shoonya_12s3P0GLXV9BPU, 5726307]
[section-title, [126.0, 955.0, 303.0, 30.0], 66THJXE-2F, 5726307]
[paragraph, [50.0, 1009.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1027.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1045.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1063.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1081.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1099.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1117.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1135.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [50.0, 1153.0, 453.0, 18.0], shoonya_6sZV77WXWHIKX6, 5726307]
[paragraph, [1152.0, 1028.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1046.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1064.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1082.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1100.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1118.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1136.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1154.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
[paragraph, [1152.0, 1172.0, 447.0, 18.0], shoonya_7sR3W147AGR2EU, 5726307]
