[1388, 886]
[section-title, [278.0, 129.0, 300.0, 30.0], shoonya_2sAPR3H1FYC0BB, 5742842]
[ordered-list, [445.0, 763.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 781.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 799.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 817.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 835.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 853.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 871.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 889.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 907.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 925.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 943.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 961.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 979.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 997.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1015.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1033.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1051.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1069.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1087.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1105.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1123.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1141.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1159.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1177.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1195.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1213.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1231.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1249.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1267.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1285.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[ordered-list, [445.0, 1303.0, 417.0, 18.0], CFRvgbRSaJ, 5742842]
[footnote, [560.0, 1350.0, 273.0, 18.0], eYjMCwT9Q2, 5742842]
