[2806, 1984]
[folio, [786.0, 188.0, 421.0, 46.5], cRNc2Dn-eV, 5699177]
[ordered-list, [215.0, 2148.5, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2195.0, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2241.5, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2288.0, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2334.5, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2381.0, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2427.5, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2474.0, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2520.5, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
[ordered-list, [215.0, 2567.0, 1561.0, 46.5], shoonya_0sUGRSFCP7PSDG, 5699177]
