[2339, 1654]
[folio, [118.0, 60.0, 732.0, 36.0], shoonya_3sTIXG3Y6EEIGF, 5750753]
[paragraph, [257.0, 1275.0, 1154.0, 36.0], shoonya_4sP4E90OQSX7GO, 5750753]
[paragraph, [257.0, 1311.0, 1154.0, 36.0], shoonya_4sP4E90OQSX7GO, 5750753]
[paragraph, [257.0, 1347.0, 1154.0, 36.0], shoonya_4sP4E90OQSX7GO, 5750753]
[paragraph, [257.0, 1383.0, 1154.0, 36.0], shoonya_4sP4E90OQSX7GO, 5750753]
[paragraph, [257.0, 1419.0, 1154.0, 36.0], shoonya_4sP4E90OQSX7GO, 5750753]
[reference, [822.0, 1460.0, 579.0, 36.0], shoonya_1sDD3IVYKHLTXR, 5750753]
[paragraph, [112.0, 1525.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1561.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1597.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1633.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1669.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1705.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1741.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1777.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1813.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [112.0, 1849.0, 1454.0, 36.0], shoonya_0sWKJRDY8H8PNP, 5750753]
[paragraph, [108.0, 1913.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 1949.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 1985.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 2021.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 2057.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 2093.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 2129.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
[paragraph, [108.0, 2165.0, 1453.0, 36.0], shoonya_2sIDLSYZFTXIJD, 5750753]
