[1468, 909]
[folio, [377.0, 91.0, 160.0, 18.0], 3pLTvP5IG1, 5770616]
[paragraph, [455.0, 883.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 901.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 919.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 937.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 955.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 973.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 991.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1009.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1027.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1045.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1063.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1081.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1099.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1117.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1135.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1153.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1171.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1189.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1207.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1225.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1243.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1261.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1279.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1297.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1315.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1333.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 1351.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [121.0, 778.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 796.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 814.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 832.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 850.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 868.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 886.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 904.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 922.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 940.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 958.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 976.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 994.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1012.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1030.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1048.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1066.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1084.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1102.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1120.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1138.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1156.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1174.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1192.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1210.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1228.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1246.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1264.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1282.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1300.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1318.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
[paragraph, [121.0, 1336.0, 328.0, 18.0], shoonya_1sDMA0KSSH0FJ0, 5770616]
