[1754, 1241]
[paragraph, [185.0, 102.0, 946.0, 36.0], shoonya_0s5BEMZ7GQS614, 5709207]
[ordered-list, [179.0, 988.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1024.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1060.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1096.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1132.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1168.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1204.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[ordered-list, [179.0, 1240.0, 949.0, 36.0], lfUJpbiGQn, 5709207]
[sub-ordered-list, [189.0, 409.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 445.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 481.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 517.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 553.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 589.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 625.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 661.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 697.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 733.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 769.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 805.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 841.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 877.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 913.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 949.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 985.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 1021.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 1057.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 1093.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[sub-ordered-list, [189.0, 1129.0, 946.0, 36.0], Wo1-2CXfkD, 5709207]
[subsub-ordered-list, [254.0, 852.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 870.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 888.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 906.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 924.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 942.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 960.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 978.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 996.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1014.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1032.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1050.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1068.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1086.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1104.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1122.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1140.0, 881.0, 18.0], ilptwsynFu, 5709207]
[subsub-ordered-list, [254.0, 1158.0, 881.0, 18.0], ilptwsynFu, 5709207]
[ordered-list, [108.0, 1301.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1337.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1373.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1409.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1445.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1481.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1517.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[ordered-list, [108.0, 1553.0, 1030.0, 36.0], A_Cc6LS9wa, 5709207]
[sub-ordered-list, [186.0, 1524.0, 952.0, 36.0], 57ai2ixHmc, 5709207]
[sub-ordered-list, [186.0, 1560.0, 952.0, 36.0], 57ai2ixHmc, 5709207]
