[2339, 1656]
[paragraph, [67.0, 95.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1319.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1355.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1391.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1427.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1463.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1499.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1535.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1571.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1607.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1643.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1679.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1715.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1751.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1787.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1823.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1859.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1895.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1931.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 1967.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 2003.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [67.0, 2039.0, 718.0, 36.0], shoonya_1sFH8POC7FACL4, 5749589]
[paragraph, [805.0, 99.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 135.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 171.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 207.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 243.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 279.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 315.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 351.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 387.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 423.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 459.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 495.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 531.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 567.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 603.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 639.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 675.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 711.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 747.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 783.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 819.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 855.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 891.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 927.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 963.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 999.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1035.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1071.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1107.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1143.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1179.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1215.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1251.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1287.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1323.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1359.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1395.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1431.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1467.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1503.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1539.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1575.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1611.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1647.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1683.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1719.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1755.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1791.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1827.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1863.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1899.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1935.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 1971.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 2007.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
[paragraph, [805.0, 2043.0, 719.0, 36.0], shoonya_0sUV5Y4NVLK8D2, 5749589]
