[1298, 853]
[section-title, [312.0, 67.0, 224.0, 30.0], shoonya_1sUMT894481E3K, 5709942]
[paragraph, [41.0, 533.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 551.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 569.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 587.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [46.0, 612.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 630.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 648.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 666.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 684.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 702.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 720.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 738.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 756.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 774.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 792.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 810.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 828.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 846.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 864.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 882.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 900.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 918.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 936.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [46.0, 954.0, 753.0, 18.0], shoonya_0s67AOXQ1LWEH0, 5709942]
[paragraph, [47.0, 981.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 999.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1017.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1035.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1053.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1071.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1089.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1107.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1125.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1143.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1161.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1179.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
[paragraph, [47.0, 1197.0, 750.0, 18.0], Sgfx-epwzt, 5709942]
