[1625, 1211]
[headline, [338.0, 96.0, 578.0, 37.5], shoonya_0s2XHQOVXVWMBS, 5742094]
[paragraph, [62.0, 1157.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 1193.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [792.0, 870.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 906.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 942.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 978.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1014.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1050.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1086.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1122.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1158.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1194.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [792.0, 1230.0, 347.0, 36.0], 5UB8fAo1Td, 5742094]
[paragraph, [63.0, 1244.0, 359.0, 36.0], CIllghXpze, 5742094]
[paragraph, [63.0, 1280.0, 359.0, 36.0], CIllghXpze, 5742094]
[paragraph, [63.0, 1316.0, 359.0, 36.0], CIllghXpze, 5742094]
[paragraph, [63.0, 1352.0, 359.0, 36.0], CIllghXpze, 5742094]
[paragraph, [63.0, 1388.0, 359.0, 36.0], CIllghXpze, 5742094]
[paragraph, [63.0, 1424.0, 359.0, 36.0], CIllghXpze, 5742094]
[paragraph, [792.0, 1269.0, 353.0, 36.0], 6EJqYGRAKW, 5742094]
[paragraph, [792.0, 1305.0, 353.0, 36.0], 6EJqYGRAKW, 5742094]
[paragraph, [792.0, 1341.0, 353.0, 36.0], 6EJqYGRAKW, 5742094]
[paragraph, [792.0, 1377.0, 353.0, 36.0], 6EJqYGRAKW, 5742094]
[paragraph, [792.0, 1413.0, 353.0, 36.0], 6EJqYGRAKW, 5742094]
[footnote, [734.0, 1576.0, 441.0, 36.0], A-q0CLi9Yc, 5742094]
