[1818, 1374]
[folio, [625.0, 107.0, 128.0, 36.0], shoonya_3s6ZUXEPXPXXGJ, 5682043]
[paragraph, [97.0, 1217.0, 577.0, 36.0], 0kEXW8qsNN, 5682043]
[paragraph, [702.0, 983.0, 565.0, 36.0], oQYQ_8ZzoO, 5682043]
[paragraph, [702.0, 1019.0, 565.0, 36.0], oQYQ_8ZzoO, 5682043]
[paragraph, [709.0, 1068.0, 554.0, 36.0], WMQPzzmKUC, 5682043]
[paragraph, [709.0, 1104.0, 554.0, 36.0], WMQPzzmKUC, 5682043]
[paragraph, [699.0, 1150.0, 565.0, 36.0], Ooag3_ahH0, 5682043]
[paragraph, [699.0, 1186.0, 565.0, 36.0], Ooag3_ahH0, 5682043]
[paragraph, [699.0, 1222.0, 565.0, 36.0], Ooag3_ahH0, 5682043]
[paragraph, [699.0, 1258.0, 565.0, 36.0], Ooag3_ahH0, 5682043]
[paragraph, [699.0, 1294.0, 565.0, 36.0], Ooag3_ahH0, 5682043]
[paragraph, [96.0, 1279.0, 578.0, 36.0], gpkJPCRAyx, 5682043]
[paragraph, [96.0, 1315.0, 578.0, 36.0], gpkJPCRAyx, 5682043]
[paragraph, [96.0, 1351.0, 578.0, 36.0], gpkJPCRAyx, 5682043]
[paragraph, [697.0, 1361.0, 565.0, 36.0], shoonya_1sZ244AOTD634J, 5682043]
[paragraph, [697.0, 1397.0, 565.0, 36.0], shoonya_1sZ244AOTD634J, 5682043]
[paragraph, [697.0, 1433.0, 565.0, 36.0], shoonya_1sZ244AOTD634J, 5682043]
[paragraph, [99.0, 1407.0, 576.0, 36.0], K5umb0aPui, 5682043]
[paragraph, [99.0, 1443.0, 576.0, 36.0], K5umb0aPui, 5682043]
[paragraph, [697.0, 1489.0, 566.0, 36.0], shoonya_2s9W4VBXPAK02N, 5682043]
[paragraph, [697.0, 1525.0, 566.0, 36.0], shoonya_2s9W4VBXPAK02N, 5682043]
[paragraph, [697.0, 1561.0, 566.0, 36.0], shoonya_2s9W4VBXPAK02N, 5682043]
[paragraph, [697.0, 1597.0, 566.0, 36.0], shoonya_2s9W4VBXPAK02N, 5682043]
[paragraph, [697.0, 1633.0, 566.0, 36.0], shoonya_2s9W4VBXPAK02N, 5682043]
[paragraph, [142.0, 1493.0, 525.0, 36.0], x0ODAl0WLB, 5682043]
[paragraph, [99.0, 1534.0, 582.0, 36.0], 1xb04b53cx, 5682043]
[paragraph, [99.0, 1570.0, 582.0, 36.0], 1xb04b53cx, 5682043]
[paragraph, [99.0, 1606.0, 582.0, 36.0], 1xb04b53cx, 5682043]
[paragraph, [99.0, 1642.0, 582.0, 36.0], 1xb04b53cx, 5682043]
