[1565, 1152]
[section-title, [803.0, 90.0, 204.0, 49.5], EQHrkMdu32, 5713035]
[paragraph, [101.0, 584.0, 312.0, 36.0], shoonya_10s5W0CXI77691, 5713035]
[paragraph, [101.0, 620.0, 312.0, 36.0], shoonya_10s5W0CXI77691, 5713035]
[paragraph, [101.0, 656.0, 312.0, 36.0], shoonya_10s5W0CXI77691, 5713035]
[paragraph, [101.0, 692.0, 312.0, 36.0], shoonya_10s5W0CXI77691, 5713035]
[paragraph, [733.0, 596.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 632.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 668.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 704.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 740.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 776.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 812.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 848.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [733.0, 884.0, 289.0, 36.0], shoonya_2sFU9N7ZZ1N8I1, 5713035]
[paragraph, [100.0, 749.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 785.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 821.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 857.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 893.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 929.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 965.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1001.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1037.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1073.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1109.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1145.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1181.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1217.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1253.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1289.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1325.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1361.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [100.0, 1397.0, 309.0, 36.0], shoonya_0s7T3PKRNKQ2QF, 5713035]
[paragraph, [417.0, 904.0, 311.0, 36.0], shoonya_5sS6BA2TXZB5YI, 5713035]
[paragraph, [417.0, 940.0, 311.0, 36.0], shoonya_5sS6BA2TXZB5YI, 5713035]
[paragraph, [417.0, 976.0, 311.0, 36.0], shoonya_5sS6BA2TXZB5YI, 5713035]
[paragraph, [417.0, 1012.0, 311.0, 36.0], shoonya_5sS6BA2TXZB5YI, 5713035]
[paragraph, [417.0, 1048.0, 311.0, 36.0], shoonya_5sS6BA2TXZB5YI, 5713035]
[paragraph, [417.0, 1084.0, 311.0, 36.0], shoonya_5sS6BA2TXZB5YI, 5713035]
[paragraph, [736.0, 944.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 980.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1016.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1052.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1088.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1124.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1160.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1196.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [736.0, 1232.0, 296.0, 36.0], shoonya_6s8UZ4SAE03SNM, 5713035]
[paragraph, [419.0, 1148.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1184.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1220.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1256.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1292.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1328.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1364.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [419.0, 1400.0, 317.0, 36.0], shoonya_11s8A6563LILMR, 5713035]
[paragraph, [738.0, 1285.0, 293.0, 36.0], shoonya_4sY7XFCPY1VL6R, 5713035]
[paragraph, [738.0, 1321.0, 293.0, 36.0], shoonya_4sY7XFCPY1VL6R, 5713035]
[paragraph, [738.0, 1357.0, 293.0, 36.0], shoonya_4sY7XFCPY1VL6R, 5713035]
[paragraph, [738.0, 1393.0, 293.0, 36.0], shoonya_4sY7XFCPY1VL6R, 5713035]
[folio, [896.0, 1451.0, 139.0, 36.0], FlsDEA7LBj, 5713035]
