[1806, 1262]
[chapter-title, [232.0, 428.0, 801.0, 58.5], shoonya_1sJFU6GK31PQDY, 5681007]
[paragraph, [94.0, 1552.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1588.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1624.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1660.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [649.0, 1111.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1147.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1183.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1219.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1255.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1291.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1327.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1363.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1399.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1435.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1471.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1507.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1543.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1579.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1615.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1651.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
[paragraph, [649.0, 1687.0, 511.0, 36.0], shoonya_3s8CRMSLR9NLJ6, 5681007]
