[1806, 1262]
[folio, [623.0, 101.0, 464.0, 36.0], shoonya_7sF9AEEFILBSAN, 5681795]
[paragraph, [103.0, 1091.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1127.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1163.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1199.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1235.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1271.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1307.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1343.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1379.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1415.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1451.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1487.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1523.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1559.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1595.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1631.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1667.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [661.0, 1164.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1200.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1236.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1272.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1308.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1344.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1380.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [661.0, 1416.0, 497.0, 36.0], shoonya_5s890JGHH8WRV7, 5681795]
[paragraph, [659.0, 1490.0, 501.0, 36.0], MRJ9qrst0W, 5681795]
[paragraph, [659.0, 1526.0, 501.0, 36.0], MRJ9qrst0W, 5681795]
[paragraph, [659.0, 1562.0, 501.0, 36.0], MRJ9qrst0W, 5681795]
[paragraph, [659.0, 1598.0, 501.0, 36.0], MRJ9qrst0W, 5681795]
[paragraph, [659.0, 1634.0, 501.0, 36.0], MRJ9qrst0W, 5681795]
[paragraph, [659.0, 1670.0, 501.0, 36.0], MRJ9qrst0W, 5681795]
