[709, 412]
[folio, [176.0, 26.0, 58.0, 18.0], GfCsg0N8nT, 5740859]
[paragraph, [203.0, 333.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 351.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 369.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 387.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 405.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 423.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 441.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 459.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 477.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 495.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 513.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 531.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 549.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 567.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 585.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 603.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 621.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 639.0, 180.0, 18.0], ollF2BI3DO, 5740859]
[paragraph, [203.0, 657.0, 180.0, 18.0], ollF2BI3DO, 5740859]
