[1650, 1275]
[folio, [403.0, 81.0, 197.0, 36.0], OvIvbNOp-B, 6471970]
[paragraph, [825.0, 1338.0, 334.0, 36.0], qQzMsVbHSy, 6471970]
[paragraph, [825.0, 1374.0, 334.0, 36.0], qQzMsVbHSy, 6471970]
[paragraph, [825.0, 1410.0, 334.0, 36.0], qQzMsVbHSy, 6471970]
[paragraph, [825.0, 1446.0, 334.0, 36.0], qQzMsVbHSy, 6471970]
[paragraph, [115.0, 1305.0, 336.0, 36.0], BXSVCTZdcZ, 6471970]
[paragraph, [115.0, 1341.0, 336.0, 36.0], BXSVCTZdcZ, 6471970]
[paragraph, [115.0, 1377.0, 336.0, 36.0], BXSVCTZdcZ, 6471970]
[paragraph, [115.0, 1413.0, 336.0, 36.0], BXSVCTZdcZ, 6471970]
[paragraph, [115.0, 1449.0, 336.0, 36.0], BXSVCTZdcZ, 6471970]
[folio, [175.0, 1528.0, 247.0, 36.0], hJyFwgdPdK, 6471970]
