[1468, 909]
[folio, [354.0, 74.0, 185.0, 18.0], n_NAFRYtWq, 5770312]
[paragraph, [457.0, 1133.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1151.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1169.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1187.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1205.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1223.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1241.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1259.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1277.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1295.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1313.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1331.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [480.0, 1356.0, 351.0, 18.0], 8iBhcrozZo, 5770312]
[paragraph, [480.0, 1374.0, 351.0, 18.0], 8iBhcrozZo, 5770312]
[paragraph, [87.0, 1362.0, 372.0, 18.0], YZB6j1YqAq, 5770312]
