[2339, 1653]
[folio, [202.0, 365.0, 132.0, 36.0], C2yPnpThwV, 5735710]
[paragraph, [836.0, 1505.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1541.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1577.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1613.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1649.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1685.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1721.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1757.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1793.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1829.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1865.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1901.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1937.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [836.0, 1973.0, 613.0, 36.0], shoonya_4sYKUUC81MUFCW, 5735710]
[paragraph, [200.0, 1687.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1723.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1759.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1795.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1831.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1867.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1903.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1939.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 1975.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [200.0, 2011.0, 622.0, 36.0], shoonya_3sSDA0AFC4XDW8, 5735710]
[paragraph, [872.0, 2016.0, 574.0, 36.0], shoonya_6sS92K0B3CDF42, 5735710]
[folio, [208.0, 2085.0, 231.0, 36.0], Om33nUiQV0, 5735710]
