[2339, 1656]
[paragraph, [824.0, 77.0, 711.0, 36.0], shoonya_0sPJZ9T2I265LV, 5750201]
[paragraph, [90.0, 638.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 674.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 710.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 746.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 782.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 818.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 854.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 890.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 926.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 962.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 998.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1034.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1070.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1106.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1142.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1178.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1214.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1250.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1286.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1322.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1358.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1394.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1430.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1466.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1502.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1538.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1574.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1610.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1646.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1682.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1718.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1754.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1790.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1826.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1862.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1898.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1934.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 1970.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [90.0, 2006.0, 714.0, 36.0], shoonya_1sMVPD0FG8SYC9, 5750201]
[paragraph, [828.0, 617.0, 708.0, 36.0], shoonya_9s839L4DY1QI0C, 5750201]
[paragraph, [828.0, 653.0, 708.0, 36.0], shoonya_9s839L4DY1QI0C, 5750201]
[paragraph, [828.0, 689.0, 708.0, 36.0], shoonya_9s839L4DY1QI0C, 5750201]
[paragraph, [828.0, 732.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [828.0, 768.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [828.0, 804.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [828.0, 840.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [828.0, 876.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [828.0, 912.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [828.0, 948.0, 718.0, 36.0], LtLsj_Yodr, 5750201]
[paragraph, [831.0, 1045.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1081.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1117.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1153.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1189.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1225.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1261.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1297.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1333.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1369.0, 711.0, 36.0], shoonya_5sY625KCBHQ36J, 5750201]
[paragraph, [831.0, 1423.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [831.0, 1459.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [831.0, 1495.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [831.0, 1531.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [831.0, 1567.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [831.0, 1603.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [831.0, 1639.0, 713.0, 36.0], shoonya_4sDIMP8DYS6P00, 5750201]
[paragraph, [836.0, 1690.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [836.0, 1726.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [836.0, 1762.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [836.0, 1798.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [836.0, 1834.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [836.0, 1870.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [836.0, 1906.0, 708.0, 36.0], shoonya_6sRCFJ4KYRD4H0, 5750201]
[paragraph, [843.0, 1959.0, 705.0, 36.0], shoonya_8s2T4SHJ90OHN8, 5750201]
[paragraph, [843.0, 1995.0, 705.0, 36.0], shoonya_8s2T4SHJ90OHN8, 5750201]
[paragraph, [843.0, 2031.0, 705.0, 36.0], shoonya_8s2T4SHJ90OHN8, 5750201]
