[1447, 1063]
[folio, [432.0, 55.0, 193.0, 18.0], fXgE6pHIG4, 5762785]
[unordered-list, [87.0, 344.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 362.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 380.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 398.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 416.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 434.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 452.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 470.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 488.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 506.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 524.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 542.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 560.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 578.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 596.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 614.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 632.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 650.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 668.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 686.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 704.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 722.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 740.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 758.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 776.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 794.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 812.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 830.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 848.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 866.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 884.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 902.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 920.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 938.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 956.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 974.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 992.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 1010.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 1028.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 1046.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 1064.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 1082.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 1100.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[section-title, [532.0, 779.0, 431.0, 30.0], xMaDkC2MeY, 5762785]
[section-title, [532.0, 809.0, 431.0, 30.0], xMaDkC2MeY, 5762785]
[paragraph, [534.0, 884.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 902.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 920.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 938.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 956.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 974.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 992.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1010.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1028.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1046.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1064.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1082.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1100.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1118.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1136.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1154.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1172.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1190.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1208.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1226.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1244.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1262.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1280.0, 439.0, 18.0], -Car7NV7le, 5762785]
[paragraph, [534.0, 1298.0, 439.0, 18.0], -Car7NV7le, 5762785]
[section-title, [94.0, 1147.0, 427.0, 30.0], P5p5SsiYnv, 5762785]
[section-title, [94.0, 1177.0, 427.0, 30.0], P5p5SsiYnv, 5762785]
[paragraph, [94.0, 1242.0, 431.0, 18.0], 7dj52ECLZe, 5762785]
[paragraph, [94.0, 1260.0, 431.0, 18.0], 7dj52ECLZe, 5762785]
[paragraph, [94.0, 1278.0, 431.0, 18.0], 7dj52ECLZe, 5762785]
[paragraph, [94.0, 1296.0, 431.0, 18.0], 7dj52ECLZe, 5762785]
