[1468, 909]
[headline, [321.0, 78.0, 268.0, 25.5], WVZekxF0vN, 5770402]
[paragraph, [456.0, 534.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 552.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 570.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 588.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 606.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 624.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 642.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 660.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 678.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 696.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 714.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 732.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 750.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 768.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 786.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 804.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 822.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 840.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 858.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 876.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 894.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 912.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 930.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 948.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 966.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 984.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1002.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1020.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1038.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1056.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1074.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1092.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1110.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1128.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1146.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1164.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1182.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1200.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1218.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1236.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1254.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1272.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1290.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1308.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1326.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1344.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 1362.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [74.0, 862.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 880.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 898.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 916.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 934.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 952.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 970.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 988.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1006.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1024.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1042.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1060.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1078.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1096.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1114.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1132.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1150.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1168.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1186.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1204.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1222.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1240.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1258.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1276.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1294.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1312.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1330.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1348.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
[paragraph, [74.0, 1366.0, 376.0, 18.0], RVNRJQXG_2, 5770402]
