[1267, 753]
[folio, [330.0, 78.0, 106.0, 18.0], shoonya_1s08914RV9PFFY, 5700141]
[paragraph, [78.0, 803.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 821.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 839.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 857.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 875.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 893.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 911.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 929.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 947.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 965.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 983.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1001.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1019.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1037.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1055.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1073.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1091.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1109.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1127.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1145.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
[paragraph, [78.0, 1163.0, 595.0, 18.0], shoonya_0sE8ATVXRJL7QZ, 5700141]
