[1818, 1374]
[folio, [630.0, 111.0, 116.0, 36.0], shoonya_0sD2JLFP5CMNAT, 5682538]
[paragraph, [695.0, 1196.0, 571.0, 36.0], hEdAXdufPw, 5682538]
[paragraph, [695.0, 1232.0, 571.0, 36.0], hEdAXdufPw, 5682538]
[paragraph, [695.0, 1268.0, 571.0, 36.0], hEdAXdufPw, 5682538]
[paragraph, [697.0, 1335.0, 571.0, 36.0], vKQQ9sPMD1, 5682538]
[paragraph, [697.0, 1371.0, 571.0, 36.0], vKQQ9sPMD1, 5682538]
[paragraph, [697.0, 1407.0, 571.0, 36.0], vKQQ9sPMD1, 5682538]
[paragraph, [697.0, 1443.0, 571.0, 36.0], vKQQ9sPMD1, 5682538]
[paragraph, [695.0, 1502.0, 575.0, 36.0], VUE6VQRr5q, 5682538]
[paragraph, [695.0, 1538.0, 575.0, 36.0], VUE6VQRr5q, 5682538]
[paragraph, [695.0, 1574.0, 575.0, 36.0], VUE6VQRr5q, 5682538]
[paragraph, [695.0, 1610.0, 575.0, 36.0], VUE6VQRr5q, 5682538]
[paragraph, [695.0, 1646.0, 575.0, 36.0], VUE6VQRr5q, 5682538]
[section-title, [307.0, 1519.0, 161.0, 49.5], uplrNTukhg, 5682538]
[paragraph, [103.0, 1586.0, 575.0, 36.0], -ssIF8R3jr, 5682538]
[paragraph, [103.0, 1622.0, 575.0, 36.0], -ssIF8R3jr, 5682538]
[paragraph, [103.0, 1658.0, 575.0, 36.0], -ssIF8R3jr, 5682538]
