[709, 412]
[folio, [175.0, 33.0, 48.0, 18.0], hBPuBr_y7_, 5741340]
[paragraph, [18.0, 491.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 509.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 527.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 545.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 563.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 581.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 599.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 617.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 635.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [18.0, 653.0, 181.0, 18.0], spPkDGux9c, 5741340]
[paragraph, [205.0, 63.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 81.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 99.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 117.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 135.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 153.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 171.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 189.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 207.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 225.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 243.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 261.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 279.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 297.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 315.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 333.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 351.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 369.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 387.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 405.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 423.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 441.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 459.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 477.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 495.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 513.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 531.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 549.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 567.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 585.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 603.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 621.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
[paragraph, [205.0, 639.0, 189.0, 18.0], pVVxQHrMPY, 5741340]
