[2339, 1656]
[folio, [101.0, 33.0, 680.0, 36.0], pXP5y5-oT6, 5656125]
[paragraph, [90.0, 1758.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1794.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1830.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [831.0, 1765.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 1801.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 1837.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 1873.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 1909.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 1945.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 1981.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [831.0, 2017.0, 732.0, 36.0], shoonya_10sGPGYTZ2J2X3, 5656125]
[paragraph, [72.0, 1892.0, 727.0, 36.0], shoonya_11sMA4ZRB1A4X8, 5656125]
[paragraph, [72.0, 1928.0, 727.0, 36.0], shoonya_11sMA4ZRB1A4X8, 5656125]
[paragraph, [72.0, 1964.0, 727.0, 36.0], shoonya_11sMA4ZRB1A4X8, 5656125]
[paragraph, [72.0, 2000.0, 727.0, 36.0], shoonya_11sMA4ZRB1A4X8, 5656125]
[paragraph, [72.0, 2036.0, 727.0, 36.0], shoonya_11sMA4ZRB1A4X8, 5656125]
[paragraph, [72.0, 2072.0, 727.0, 36.0], shoonya_11sMA4ZRB1A4X8, 5656125]
[paragraph, [829.0, 2059.0, 738.0, 36.0], GVy1NOBu_l, 5656125]
[paragraph, [829.0, 2095.0, 738.0, 36.0], GVy1NOBu_l, 5656125]
[paragraph, [829.0, 2131.0, 738.0, 36.0], GVy1NOBu_l, 5656125]
[paragraph, [180.0, 2121.0, 631.0, 36.0], shoonya_12sBHTGY0V109P, 5656125]
