[1806, 1262]
[folio, [147.0, 102.0, 508.0, 36.0], shoonya_1sJ97IG8HDDWTN, 5681686]
[paragraph, [88.0, 983.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1019.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1055.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1091.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1127.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1163.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1199.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1235.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1271.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1307.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1343.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1379.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1415.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1451.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1487.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1523.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1559.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1595.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1631.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
[paragraph, [88.0, 1667.0, 523.0, 36.0], aLxtT_Hmcx, 5681686]
