[1823, 1375]
[folio, [988.0, 96.0, 292.0, 36.0], UuuaCPsgY4, 5683715]
[paragraph, [696.0, 840.0, 575.0, 36.0], F03XopDX6U, 5683715]
[paragraph, [696.0, 876.0, 575.0, 36.0], F03XopDX6U, 5683715]
[paragraph, [109.0, 774.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 810.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 846.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 882.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 918.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 954.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 990.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 1026.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 1062.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 1098.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [109.0, 1134.0, 578.0, 36.0], shoonya_3s88F23L6RNBR5, 5683715]
[paragraph, [694.0, 945.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 981.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 1017.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 1053.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 1089.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 1125.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 1161.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [694.0, 1197.0, 580.0, 36.0], DnhG6WfF8K, 5683715]
[paragraph, [112.0, 1205.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1241.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1277.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1313.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1349.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1385.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1421.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [112.0, 1457.0, 576.0, 36.0], shoonya_1sSN4V3M8HLM12, 5683715]
[paragraph, [703.0, 1289.0, 571.0, 36.0], GGDyi0hFMx, 5683715]
[paragraph, [703.0, 1325.0, 571.0, 36.0], GGDyi0hFMx, 5683715]
[paragraph, [703.0, 1361.0, 571.0, 36.0], GGDyi0hFMx, 5683715]
[paragraph, [703.0, 1397.0, 571.0, 36.0], GGDyi0hFMx, 5683715]
[paragraph, [703.0, 1433.0, 571.0, 36.0], GGDyi0hFMx, 5683715]
[paragraph, [108.0, 1505.0, 577.0, 36.0], shoonya_2sZ5549PT008AV, 5683715]
[paragraph, [108.0, 1541.0, 577.0, 36.0], shoonya_2sZ5549PT008AV, 5683715]
[paragraph, [108.0, 1577.0, 577.0, 36.0], shoonya_2sZ5549PT008AV, 5683715]
[paragraph, [108.0, 1613.0, 577.0, 36.0], shoonya_2sZ5549PT008AV, 5683715]
[paragraph, [108.0, 1649.0, 577.0, 36.0], shoonya_2sZ5549PT008AV, 5683715]
[paragraph, [108.0, 1685.0, 577.0, 36.0], shoonya_2sZ5549PT008AV, 5683715]
[paragraph, [710.0, 1507.0, 563.0, 36.0], shoonya_6s5YTNWY0HINSF, 5683715]
[paragraph, [710.0, 1543.0, 563.0, 36.0], shoonya_6s5YTNWY0HINSF, 5683715]
[paragraph, [710.0, 1579.0, 563.0, 36.0], shoonya_6s5YTNWY0HINSF, 5683715]
[paragraph, [710.0, 1615.0, 563.0, 36.0], shoonya_6s5YTNWY0HINSF, 5683715]
[paragraph, [710.0, 1651.0, 563.0, 36.0], shoonya_6s5YTNWY0HINSF, 5683715]
[paragraph, [710.0, 1687.0, 563.0, 36.0], shoonya_6s5YTNWY0HINSF, 5683715]
