[1625, 1211]
[paragraph, [421.0, 88.0, 341.0, 36.0], 50tychO2aX, 5742690]
[paragraph, [74.0, 1105.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1141.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1177.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1213.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1249.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1285.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1321.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1357.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1393.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1429.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1465.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [432.0, 1409.0, 353.0, 36.0], ouax3yIK3-, 5742690]
[paragraph, [432.0, 1445.0, 353.0, 36.0], ouax3yIK3-, 5742690]
[paragraph, [799.0, 1436.0, 349.0, 36.0], VmhHztyn42, 5742690]
[footnote, [748.0, 1577.0, 383.0, 36.0], s6w6BJXKCz, 5742690]
