[1260, 843]
[paragraph, [32.0, 20.0, 779.0, 18.0], shoonya_2s13SUK3A6BG82, 5750551]
[paragraph, [25.0, 792.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 810.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 828.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 846.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 864.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 882.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 900.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [25.0, 918.0, 782.0, 18.0], shoonya_1sBIG6FW5UC4WS, 5750551]
[paragraph, [21.0, 949.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 967.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 985.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1003.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1021.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1039.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1057.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1075.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1093.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1111.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1129.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1147.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
[paragraph, [21.0, 1165.0, 779.0, 18.0], shoonya_0sQN9U8M3HP002, 5750551]
