[3968, 2806]
[headline, [1190.0, 299.0, 1348.0, 52.5], shoonya_1sBCK2ZA6SM0JY, 5684148]
[paragraph, [192.0, 2868.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 2920.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 2973.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3025.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3078.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3130.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3183.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3235.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3288.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3340.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3393.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3445.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3498.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3550.5, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [192.0, 3603.0, 1216.0, 52.5], shoonya_3sZFV2NX3W0TSW, 5684148]
[paragraph, [1438.0, 1635.0, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 1687.5, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 1740.0, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 1792.5, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 1845.0, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 1897.5, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 1950.0, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 2002.5, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 2055.0, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[paragraph, [1438.0, 2107.5, 1149.0, 52.5], shoonya_4sFB4C4EFG0QOK, 5684148]
[ordered-list, [1415.0, 2254.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2306.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2359.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2411.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2464.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2516.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2569.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2621.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2674.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2726.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2779.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2831.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2884.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2936.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 2989.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 3041.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 3094.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 3146.5, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[ordered-list, [1415.0, 3199.0, 1197.0, 52.5], 0EnzcVGsMY, 5684148]
[paragraph, [1443.0, 3290.0, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[paragraph, [1443.0, 3342.5, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[paragraph, [1443.0, 3395.0, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[paragraph, [1443.0, 3447.5, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[paragraph, [1443.0, 3500.0, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[paragraph, [1443.0, 3552.5, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[paragraph, [1443.0, 3605.0, 1155.0, 52.5], 2UZzHmjm0O, 5684148]
[folio, [269.0, 3820.0, 701.0, 52.5], gdAulY6Me1, 5684148]
