[1387, 987]
[paragraph, [37.0, 90.0, 872.0, 18.0], shoonya_3sVYKFQG5QBCYG, 5652100]
[paragraph, [57.0, 643.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 661.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 679.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 697.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 715.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 733.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 751.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 769.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 787.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 805.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 823.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 841.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 859.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 877.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 895.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 913.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 931.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 949.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 967.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 985.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1003.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1021.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1039.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1057.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1075.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1093.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1111.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1129.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
[paragraph, [57.0, 1147.0, 866.0, 18.0], shoonya_0sRPSBCN4DSFU5, 5652100]
