[2067, 1567]
[folio, [183.0, 193.0, 158.0, 36.0], yh6aIkpknK, 5735822]
[paragraph, [790.0, 1528.0, 580.0, 36.0], shoonya_1sQPEG1RK65AHQ, 5735822]
[paragraph, [790.0, 1564.0, 580.0, 36.0], shoonya_1sQPEG1RK65AHQ, 5735822]
[paragraph, [193.0, 1364.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [193.0, 1400.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [193.0, 1436.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [193.0, 1472.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [193.0, 1508.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [193.0, 1544.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [193.0, 1580.0, 581.0, 36.0], shoonya_5sPNY3Q9YMP3G2, 5735822]
[paragraph, [790.0, 1628.0, 579.0, 36.0], shoonya_7sKI5JDS50GJDH, 5735822]
[paragraph, [790.0, 1664.0, 579.0, 36.0], shoonya_7sKI5JDS50GJDH, 5735822]
[paragraph, [790.0, 1700.0, 579.0, 36.0], shoonya_7sKI5JDS50GJDH, 5735822]
[paragraph, [790.0, 1736.0, 579.0, 36.0], shoonya_7sKI5JDS50GJDH, 5735822]
[paragraph, [194.0, 1630.0, 581.0, 36.0], shoonya_9sU11VD197VW0Z, 5735822]
[paragraph, [194.0, 1666.0, 581.0, 36.0], shoonya_9sU11VD197VW0Z, 5735822]
[paragraph, [194.0, 1702.0, 581.0, 36.0], shoonya_9sU11VD197VW0Z, 5735822]
[paragraph, [194.0, 1738.0, 581.0, 36.0], shoonya_9sU11VD197VW0Z, 5735822]
