[1625, 1211]
[paragraph, [782.0, 89.0, 352.0, 36.0], Cnd3vUfTnz, 5742116]
[paragraph, [784.0, 396.0, 351.0, 36.0], eVQJw5aeJx, 5742116]
[paragraph, [784.0, 432.0, 351.0, 36.0], eVQJw5aeJx, 5742116]
[section-title, [207.0, 507.0, 485.0, 49.5], -V20yn1yjn, 5742116]
[section-title, [799.0, 511.0, 337.0, 49.5], 8wSxcUqF64, 5742116]
[paragraph, [69.0, 583.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [69.0, 619.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [69.0, 655.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [69.0, 691.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [69.0, 727.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [69.0, 763.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [69.0, 799.0, 345.0, 36.0], oKrP41BdWj, 5742116]
[paragraph, [428.0, 583.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [428.0, 619.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [428.0, 655.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [428.0, 691.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [428.0, 727.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [428.0, 763.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [428.0, 799.0, 337.0, 36.0], e2tDcO3LWH, 5742116]
[paragraph, [788.0, 589.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 625.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 661.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 697.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 733.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 769.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 805.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 841.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 877.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 913.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 949.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 985.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1021.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1057.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1093.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1129.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1165.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1201.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1237.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1273.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1309.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1345.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1381.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [788.0, 1417.0, 352.0, 36.0], Ult1U5AsQR, 5742116]
[paragraph, [68.0, 845.0, 346.0, 36.0], ypDdiiSGWP, 5742116]
[paragraph, [68.0, 881.0, 346.0, 36.0], ypDdiiSGWP, 5742116]
[paragraph, [68.0, 917.0, 346.0, 36.0], ypDdiiSGWP, 5742116]
[paragraph, [68.0, 953.0, 346.0, 36.0], ypDdiiSGWP, 5742116]
[paragraph, [434.0, 875.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 911.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 947.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 983.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1019.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1055.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1091.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1127.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1163.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1199.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1235.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1271.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1307.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1343.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1379.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1415.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [434.0, 1451.0, 342.0, 36.0], shoonya_0sAJF1VE9Q5VZA, 5742116]
[paragraph, [78.0, 999.0, 337.0, 36.0], shoonya_3sDOHCKKVW7UJW, 5742116]
[paragraph, [78.0, 1035.0, 337.0, 36.0], shoonya_3sDOHCKKVW7UJW, 5742116]
[paragraph, [78.0, 1071.0, 337.0, 36.0], shoonya_3sDOHCKKVW7UJW, 5742116]
[paragraph, [78.0, 1107.0, 337.0, 36.0], shoonya_3sDOHCKKVW7UJW, 5742116]
[paragraph, [78.0, 1143.0, 337.0, 36.0], shoonya_3sDOHCKKVW7UJW, 5742116]
[paragraph, [75.0, 1220.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[paragraph, [75.0, 1256.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[paragraph, [75.0, 1292.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[paragraph, [75.0, 1328.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[paragraph, [75.0, 1364.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[paragraph, [75.0, 1400.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[paragraph, [75.0, 1436.0, 339.0, 36.0], oLzyOJvRbC, 5742116]
[folio, [797.0, 1493.0, 136.0, 36.0], E8P4z_581B, 5742116]
[footnote, [92.0, 1505.0, 121.0, 36.0], fgBIq_KV2l, 5742116]
[footnote, [733.0, 1566.0, 442.0, 36.0], X2FfgzqVOE, 5742116]
