[1360, 827]
[folio, [605.0, 49.0, 117.0, 18.0], _Gzckxg44e, 5781675]
[sub-ordered-list, [84.0, 643.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [80.0, 697.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 715.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 733.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 751.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 769.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 787.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 805.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 823.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 841.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 859.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 877.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 895.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 913.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 931.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 949.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 967.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 985.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 1003.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 1021.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 1039.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [80.0, 1057.0, 657.0, 18.0], iiTo9zF14B, 5781675]
[sub-ordered-list, [87.0, 1146.0, 648.0, 18.0], 5yYDmFyiRy, 5781675]
[sub-ordered-list, [87.0, 1164.0, 648.0, 18.0], 5yYDmFyiRy, 5781675]
[sub-ordered-list, [87.0, 1182.0, 648.0, 18.0], 5yYDmFyiRy, 5781675]
[sub-ordered-list, [87.0, 1200.0, 648.0, 18.0], 5yYDmFyiRy, 5781675]
