[1806, 1262]
[folio, [755.0, 99.0, 340.0, 36.0], shoonya_1s0MQ0WCWR6C74, 5680435]
[paragraph, [94.0, 1482.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [94.0, 1518.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [94.0, 1554.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [94.0, 1590.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [94.0, 1626.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [94.0, 1662.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [697.0, 1452.0, 452.0, 36.0], FPYkAq6rX0, 5680435]
[paragraph, [697.0, 1488.0, 452.0, 36.0], FPYkAq6rX0, 5680435]
[paragraph, [697.0, 1524.0, 452.0, 36.0], FPYkAq6rX0, 5680435]
[paragraph, [697.0, 1560.0, 452.0, 36.0], FPYkAq6rX0, 5680435]
[paragraph, [640.0, 1635.0, 514.0, 36.0], VxLeZbXd0U, 5680435]
