[2339, 1653]
[paragraph, [324.0, 153.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [327.0, 1110.0, 1131.0, 36.0], shoonya_2s2JIV92IZ348H, 5734281]
[paragraph, [327.0, 1146.0, 1131.0, 36.0], shoonya_2s2JIV92IZ348H, 5734281]
[paragraph, [327.0, 1182.0, 1131.0, 36.0], shoonya_2s2JIV92IZ348H, 5734281]
[paragraph, [327.0, 1218.0, 1131.0, 36.0], shoonya_2s2JIV92IZ348H, 5734281]
[paragraph, [327.0, 1254.0, 1131.0, 36.0], shoonya_2s2JIV92IZ348H, 5734281]
[paragraph, [327.0, 1290.0, 1131.0, 36.0], shoonya_2s2JIV92IZ348H, 5734281]
[paragraph, [326.0, 1338.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1374.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1410.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1446.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1482.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1518.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1554.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1590.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1626.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1662.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1698.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1734.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1770.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1806.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1842.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1878.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1914.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1950.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 1986.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 2022.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[paragraph, [326.0, 2058.0, 1136.0, 36.0], shoonya_0sMCIK375HLU9I, 5734281]
[folio, [1095.0, 2159.0, 290.0, 36.0], gNvANBzWka, 5734281]
