[2339, 1653]
[paragraph, [375.0, 188.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1196.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1232.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1268.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1304.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1340.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1376.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1412.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1448.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1484.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1520.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1556.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1592.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1628.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1664.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1700.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1736.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1772.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1808.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1844.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1880.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1916.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1952.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1988.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 2024.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 2060.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[folio, [1135.0, 2180.0, 269.0, 36.0], gCp_vdjIXd, 5734002]
