[3960, 3060]
[folio, [1368.0, 660.0, 322.0, 52.5], 3o-pxdlY_B, 5697929]
[placeholder-text, [2129.0, 2373.0, 440.0, 18.0], shoonya_4s0VAP9SN63O9I, 5697929]
[placeholder-text, [2129.0, 2391.0, 440.0, 18.0], shoonya_4s0VAP9SN63O9I, 5697929]
[placeholder-text, [2129.0, 2409.0, 440.0, 18.0], shoonya_4s0VAP9SN63O9I, 5697929]
[placeholder-text, [2129.0, 2427.0, 440.0, 18.0], shoonya_4s0VAP9SN63O9I, 5697929]
[placeholder-text, [2129.0, 2445.0, 440.0, 18.0], shoonya_4s0VAP9SN63O9I, 5697929]
[contact-info, [348.0, 2297.0, 814.0, 52.5], shoonya_2s3IGSU9Q5VBEV, 5697929]
[contact-info, [348.0, 2349.5, 814.0, 52.5], shoonya_2s3IGSU9Q5VBEV, 5697929]
[contact-info, [348.0, 2402.0, 814.0, 52.5], shoonya_2s3IGSU9Q5VBEV, 5697929]
[contact-info, [348.0, 2454.5, 814.0, 52.5], shoonya_2s3IGSU9Q5VBEV, 5697929]
[contact-info, [348.0, 2507.0, 814.0, 52.5], shoonya_2s3IGSU9Q5VBEV, 5697929]
