[1275, 750]
[folio, [299.0, 77.0, 134.0, 18.0], r8bcuxacNr, 5767778]
[paragraph, [77.0, 698.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 716.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 734.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 752.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 770.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 788.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 806.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 824.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 842.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 860.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [77.0, 878.0, 602.0, 18.0], shoonya_0sFFPR0OB61TP1, 5767778]
[paragraph, [71.0, 911.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 929.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 947.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 965.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 983.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1001.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1019.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1037.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1055.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1073.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1091.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1109.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1127.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1145.0, 613.0, 18.0], N1PThSIlA0, 5767778]
[paragraph, [71.0, 1163.0, 613.0, 18.0], N1PThSIlA0, 5767778]
