[1392, 886]
[folio, [663.0, 55.0, 194.0, 18.0], eof0eT6Wco, 5742988]
[paragraph, [493.0, 833.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 851.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 869.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 887.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 905.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 923.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 941.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 959.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [749.0, 1006.0, 85.0, 18.0], mGoBsjNIyA, 5742988]
[paragraph, [27.0, 1141.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [27.0, 1159.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [27.0, 1177.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [27.0, 1195.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [27.0, 1213.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [27.0, 1231.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [27.0, 1249.0, 401.0, 18.0], shoonya_0sSOS642FZHBJE, 5742988]
[paragraph, [446.0, 1143.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1161.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1179.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1197.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1215.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1233.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1251.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[paragraph, [446.0, 1269.0, 398.0, 18.0], N5jtPRNkj8, 5742988]
[footnote, [89.0, 1294.0, 493.0, 18.0], -1YRjY7qoJ, 5742988]
[footnote, [89.0, 1312.0, 493.0, 18.0], -1YRjY7qoJ, 5742988]
[footnote, [570.0, 1360.0, 264.0, 18.0], uJ_acX8iJZ, 5742988]
