[1792, 1278]
[folio, [215.0, 20.0, 177.0, 36.0], Q6ZmPZvUGS, 5744969]
[contact-info, [464.0, 1235.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1271.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1307.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1343.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1379.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1415.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1451.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [468.0, 659.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 695.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 731.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 767.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 803.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 839.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 875.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 911.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 947.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 983.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1019.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1055.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1091.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1127.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1163.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1199.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1235.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1271.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1307.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1343.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1379.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1415.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[contact-info, [468.0, 1451.0, 332.0, 36.0], shoonya_2sMUU1U09Z2IN3, 5744969]
[paragraph, [123.0, 923.0, 249.0, 36.0], k0QwJkylpb, 5744969]
[paragraph, [123.0, 959.0, 249.0, 36.0], k0QwJkylpb, 5744969]
[paragraph, [123.0, 995.0, 249.0, 36.0], k0QwJkylpb, 5744969]
[paragraph, [893.0, 940.0, 233.0, 36.0], 9NEQ8pu_BF, 5744969]
[paragraph, [893.0, 976.0, 233.0, 36.0], 9NEQ8pu_BF, 5744969]
[contact-info, [1025.0, 1086.0, 127.0, 36.0], D9eZt2T3t5, 5744969]
[contact-info, [878.0, 1087.0, 135.0, 36.0], -Sm197bPJe, 5744969]
[contact-info, [103.0, 1092.0, 132.0, 36.0], kWxydvICZc, 5744969]
[contact-info, [244.0, 1092.0, 146.0, 36.0], alp-10cFSH, 5744969]
[section-title, [148.0, 1333.0, 204.0, 49.5], lgf8S_Ogdo, 5744969]
[paragraph, [135.0, 1408.0, 230.0, 36.0], IIeZMjHn3u, 5744969]
[paragraph, [135.0, 1444.0, 230.0, 36.0], IIeZMjHn3u, 5744969]
[paragraph, [135.0, 1480.0, 230.0, 36.0], IIeZMjHn3u, 5744969]
[paragraph, [135.0, 1516.0, 230.0, 36.0], IIeZMjHn3u, 5744969]
[paragraph, [911.0, 1414.0, 229.0, 36.0], shoonya_3sXX8H02OHTWM3, 5744969]
[paragraph, [911.0, 1450.0, 229.0, 36.0], shoonya_3sXX8H02OHTWM3, 5744969]
[paragraph, [911.0, 1486.0, 229.0, 36.0], shoonya_3sXX8H02OHTWM3, 5744969]
[paragraph, [911.0, 1522.0, 229.0, 36.0], shoonya_3sXX8H02OHTWM3, 5744969]
[contact-info, [498.0, 1539.0, 263.0, 36.0], n8KkJ4RZoR, 5744969]
[contact-info, [107.0, 1569.0, 138.0, 36.0], jQmnspL7UL, 5744969]
[contact-info, [260.0, 1573.0, 130.0, 36.0], IZ5M9qzn5Z, 5744969]
[contact-info, [963.0, 1577.0, 127.0, 36.0], D1rosqneDJ, 5744969]
[contact-info, [116.0, 1684.0, 1057.0, 36.0], p1MJ4XX05B, 5744969]
[contact-info, [116.0, 1720.0, 1057.0, 36.0], p1MJ4XX05B, 5744969]
