[1387, 987]
[paragraph, [90.0, 100.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [95.0, 955.0, 285.0, 18.0], shoonya_2sXDH2MBDXFVE5, 5652032]
[paragraph, [89.0, 1002.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1020.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1038.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1056.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1074.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1092.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1110.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1128.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1146.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1164.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1182.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
[paragraph, [89.0, 1200.0, 805.0, 18.0], shoonya_0s1SULLWOTRANB, 5652032]
