[2640, 2040]
[dateline, [455.0, 133.0, 159.0, 64.5], HFVo9fhA7w, 5694524]
[paragraph, [172.0, 1729.0, 835.0, 46.5], shoonya_9sOI1EGX57C2E8, 5694524]
[paragraph, [172.0, 1775.5, 835.0, 46.5], shoonya_9sOI1EGX57C2E8, 5694524]
[paragraph, [172.0, 1822.0, 835.0, 46.5], shoonya_9sOI1EGX57C2E8, 5694524]
[paragraph, [172.0, 1868.5, 835.0, 46.5], shoonya_9sOI1EGX57C2E8, 5694524]
[paragraph, [1028.0, 1752.0, 823.0, 46.5], shoonya_4sL6XRZB4DMFZC, 5694524]
[paragraph, [1028.0, 1798.5, 823.0, 46.5], shoonya_4sL6XRZB4DMFZC, 5694524]
[paragraph, [1028.0, 1845.0, 823.0, 46.5], shoonya_4sL6XRZB4DMFZC, 5694524]
[paragraph, [1028.0, 1891.5, 823.0, 46.5], shoonya_4sL6XRZB4DMFZC, 5694524]
[paragraph, [1028.0, 1938.0, 823.0, 46.5], shoonya_4sL6XRZB4DMFZC, 5694524]
[paragraph, [1028.0, 1984.5, 823.0, 46.5], shoonya_4sL6XRZB4DMFZC, 5694524]
[dateline, [748.0, 1932.0, 257.0, 64.5], YCslsUatTI, 5694524]
[paragraph, [1030.0, 2015.0, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [1030.0, 2061.5, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [1030.0, 2108.0, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [1030.0, 2154.5, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [1030.0, 2201.0, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [1030.0, 2247.5, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [1030.0, 2294.0, 817.0, 46.5], shoonya_2s61PLNIPSA2AL, 5694524]
[paragraph, [173.0, 2153.0, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2199.5, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2246.0, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2292.5, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2339.0, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2385.5, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2432.0, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [173.0, 2478.5, 820.0, 46.5], shoonya_12s9F1W1TX3NL4, 5694524]
[paragraph, [1023.0, 2319.0, 836.0, 46.5], shoonya_5sLQM4P6WZWRWL, 5694524]
[paragraph, [1023.0, 2365.5, 836.0, 46.5], shoonya_5sLQM4P6WZWRWL, 5694524]
[paragraph, [1023.0, 2412.0, 836.0, 46.5], shoonya_5sLQM4P6WZWRWL, 5694524]
[paragraph, [1023.0, 2458.5, 836.0, 46.5], shoonya_5sLQM4P6WZWRWL, 5694524]
